time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2018-04-14T23:05:18Z,161,0,0,0,0,0,5603212,1467,2457323,0,0,0,0,0,0,441166,0,0,0,0,0,0,0,140,7,0,-1,1,7,9618,0,0,0,0,0, ,0,0,0,0,0,0,20500,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,79,136162552,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,286,0,210172,0,572,0,0,0,0,0,0,0,0,0,0,20209,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:06:18Z,161,0,0,0,0,0,5649604,1467,2503715,0,0,0,0,0,0,368342,0,0,0,0,0,0,0,142,7,0,-1,1,7,8866,0,0,0,0,0, ,0,0,0,0,0,0,18687,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,400728312,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,255,0,174682,0,510,0,0,0,0,0,0,0,0,0,0,18430,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:07:18Z,161,0,0,0,0,0,5655108,1467,2509219,0,0,0,0,0,0,84192,0,0,0,0,0,0,0,142,7,0,-1,1,7,2659,0,0,0,0,0, ,0,0,0,0,0,0,5633,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,3,42,505330568,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,0,39260,0,60,0,0,0,0,0,0,0,0,0,0,5603,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:08:18Z,161,0,0,0,0,0,5721444,1467,2575555,0,0,0,0,0,0,571158,0,0,0,0,0,0,0,144,7,0,-1,1,7,11020,0,0,0,0,0, ,0,0,0,0,0,0,22755,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,138842456,-1,0,0,0,0,0,0,0,0,2,0,1,0,10,0,309,0,274030,0,618,0,0,0,0,0,0,0,0,0,0,22444,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:09:18Z,161,0,0,0,0,0,5793212,1467,2647323,0,0,0,0,0,0,489151,0,0,0,0,0,0,0,149,7,0,-1,1,7,13293,0,0,0,0,0, ,0,0,0,0,0,0,22734,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,105,262706848,-1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,336,0,233024,0,672,0,0,0,0,0,0,0,0,0,0,22394,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:10:18Z,161,0,0,0,0,0,5861428,1467,2715539,0,0,0,0,0,0,382916,0,0,0,0,0,0,0,151,7,0,-1,1,7,8085,0,0,0,0,0, ,0,0,0,0,0,0,17681,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,107980536,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,319,0,182442,0,638,0,0,0,0,0,0,0,0,0,0,17360,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:11:18Z,161,0,0,0,0,0,5937516,1467,2791627,0,0,0,0,0,0,439892,0,0,0,0,0,0,0,155,7,0,-1,1,7,9350,0,0,0,0,0, ,0,0,0,0,0,0,20731,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,162,237665736,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,343,0,209392,0,686,0,0,0,0,0,0,0,0,0,0,20384,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:12:18Z,161,0,0,0,0,0,5990444,1467,2844555,0,0,0,0,0,0,383908,0,0,0,0,0,0,0,157,7,0,-1,1,7,9064,0,0,0,0,0, ,0,0,0,0,0,0,19055,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,160,148921080,-1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,251,0,182284,0,502,0,0,0,0,0,0,0,0,0,0,18802,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:13:18Z,161,0,0,0,0,0,6048628,1467,2902739,0,0,0,0,0,0,418735,0,0,0,0,0,0,0,159,7,0,-1,1,7,8910,0,0,0,0,0, ,0,0,0,0,0,0,19967,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,176,178441872,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,306,0,199214,0,612,0,0,0,0,0,0,0,0,0,0,19659,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:14:18Z,161,0,0,0,0,0,6134268,1467,2988379,0,0,0,0,0,0,452735,0,0,0,0,0,0,0,164,7,0,-1,1,7,10074,0,0,0,0,0, ,0,0,0,0,0,0,20792,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,174,140904328,-1,0,0,0,0,0,0,0,0,3,0,0,0,9,0,352,0,215780,0,704,0,0,0,0,0,0,0,0,0,0,20435,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:15:18Z,161,0,0,0,0,0,6198844,1467,3052955,0,0,0,0,0,0,411689,0,0,0,0,0,0,0,169,7,0,-1,1,7,9308,0,0,0,0,0, ,0,0,0,0,0,0,19973,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,123,162680408,-1,0,0,0,0,0,0,0,0,2,0,1,0,10,0,317,0,195684,0,634,0,0,0,0,0,0,0,0,0,0,19651,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:16:18Z,161,0,0,0,0,0,6259996,1467,3114107,0,0,0,0,0,0,445298,0,0,0,0,0,0,0,170,7,0,-1,1,7,9529,0,0,0,0,0, ,0,0,0,0,0,0,20284,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,173,247318128,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,324,0,212328,0,648,0,0,0,0,0,0,0,0,0,0,19959,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:17:18Z,161,0,0,0,0,0,6311732,1467,3165843,0,0,0,0,0,0,430501,0,0,0,0,0,0,0,173,7,0,-1,1,7,8978,0,0,0,0,0, ,0,0,0,0,0,0,19641,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,161,240648608,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,232,0,205296,0,464,0,0,0,0,0,0,0,0,0,0,19406,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:18:18Z,161,0,0,0,0,0,6354196,1467,3208307,0,0,0,0,0,0,418571,0,0,0,0,0,0,0,173,7,0,-1,1,7,9228,0,0,0,0,0, ,0,0,0,0,0,0,19498,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,167,180597816,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,217,0,199410,0,434,0,0,0,0,0,0,0,0,0,0,19281,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:19:18Z,161,0,0,0,0,0,6394580,1467,3248691,0,0,0,0,0,0,451861,0,0,0,0,0,0,0,175,7,0,-1,1,7,8699,0,0,0,0,0, ,0,0,0,0,0,0,19551,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,207,185918552,-1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,186,0,216044,0,372,0,0,0,0,0,0,0,0,0,0,19363,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:20:18Z,161,0,0,0,0,0,6438692,1467,3292803,0,0,0,0,0,0,451354,0,0,0,0,0,0,0,177,7,0,-1,1,7,9238,0,0,0,0,0, ,0,0,0,0,0,0,19824,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,160,235407800,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,230,0,215632,0,460,0,0,0,0,0,0,0,0,0,0,19592,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:21:18Z,161,0,0,0,0,0,6481156,1467,3335267,0,0,0,0,0,0,476107,0,0,0,0,0,0,0,180,7,0,-1,1,7,9700,0,0,0,0,0, ,0,0,0,0,0,0,20845,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,155,244034136,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,210,0,227508,0,420,0,0,0,0,0,0,0,0,0,0,20632,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:22:18Z,161,0,0,0,0,0,6519068,1467,3373179,0,0,0,0,0,0,464719,0,0,0,0,0,0,0,183,7,0,-1,1,7,8800,0,0,0,0,0, ,0,0,0,0,0,0,19579,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,170,249969496,-1,0,0,0,0,0,0,0,0,1,0,1,0,11,0,168,0,222468,0,336,0,0,0,0,0,0,0,0,0,0,19408,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:23:18Z,161,0,0,0,0,0,6556572,1467,3410683,0,0,0,0,0,0,462826,0,0,0,0,0,0,0,184,7,0,-1,1,7,9671,0,0,0,0,0, ,0,0,0,0,0,0,20174,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,30,158,60626616,-1,0,0,0,0,0,0,0,0,2,0,0,0,10,0,201,0,221208,0,402,0,0,0,0,0,0,0,0,0,0,19972,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:24:18Z,161,0,0,0,0,0,6610324,1467,3464435,0,0,0,0,0,0,487545,0,0,0,0,0,0,0,187,7,0,-1,1,7,9793,0,0,0,0,0, ,0,0,0,0,0,0,21075,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,195,90426072,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,242,0,233096,0,484,0,0,0,0,0,0,0,0,0,0,20830,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:25:21Z,161,0,0,0,0,0,6657356,1467,3511467,0,0,0,0,0,0,493656,0,0,0,0,0,0,0,188,7,0,-1,1,7,9151,0,0,0,0,0, ,0,0,0,0,0,0,20179,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,239,80000128,-1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,232,0,236606,0,464,0,0,0,0,0,0,0,0,0,0,19946,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:26:21Z,161,0,0,0,0,0,6685508,1467,3539619,0,0,0,0,0,0,451947,0,0,0,0,0,0,0,190,7,0,-1,1,7,9021,0,0,0,0,0, ,0,0,0,0,0,0,19415,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,259,103125528,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,140,0,216178,0,280,0,0,0,0,0,0,0,0,0,0,19273,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:27:21Z,161,0,0,0,0,0,6733772,1467,3587883,0,0,0,0,0,0,521673,0,0,0,0,0,0,0,196,7,0,-1,1,7,9118,0,0,0,0,0, ,0,0,0,0,0,0,20446,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,263,86611264,-1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,175,0,250508,0,350,0,0,0,0,0,0,0,0,0,0,20265,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:28:21Z,161,0,0,0,0,0,6782684,1467,3636795,0,0,0,0,0,0,482129,0,0,0,0,0,0,0,198,7,0,-1,1,7,9403,0,0,0,0,0, ,0,0,0,0,0,0,20178,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,216,87972432,-1,0,0,0,0,0,0,0,0,3,0,1,0,9,0,235,0,230842,0,470,0,0,0,0,0,0,0,0,0,0,19941,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:29:21Z,161,0,0,0,0,0,6833492,1467,3687603,0,0,0,0,0,0,513007,0,0,0,0,0,0,0,200,7,0,-1,1,7,10070,0,0,0,0,0, ,0,0,0,0,0,0,21592,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,254,93578912,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,233,0,245574,0,466,0,0,0,0,0,0,0,0,0,0,21357,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:30:21Z,161,0,0,0,0,0,6911772,1467,3765883,0,0,0,0,0,0,522137,0,0,0,0,0,0,0,207,7,0,-1,1,7,9272,0,0,0,0,0, ,0,0,0,0,0,0,20707,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,237,156118688,-1,0,0,0,0,0,0,0,0,1,0,1,0,11,0,279,0,250938,0,558,0,0,0,0,0,0,0,0,0,0,20517,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:31:21Z,161,0,0,0,0,0,6940844,1467,3794955,0,0,0,0,0,0,497830,0,0,0,0,0,0,0,209,7,0,-1,1,7,9634,0,0,0,0,0, ,0,0,0,0,0,0,20280,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,223,114238008,-1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,150,0,238304,0,300,0,0,0,0,0,0,0,0,0,0,20032,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:32:21Z,161,0,0,0,0,0,6971692,1467,3825803,0,0,0,0,0,0,568246,0,0,0,0,0,0,0,210,7,0,-1,1,7,9440,0,0,0,0,0, ,0,0,0,0,0,0,21238,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,290,177241128,-1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,184,0,273394,0,368,0,0,0,0,0,0,0,0,0,0,21053,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:33:21Z,161,0,0,0,0,0,6993396,1467,3847507,0,0,0,0,0,0,467237,0,0,0,0,0,0,0,210,7,0,-1,1,7,7894,0,0,0,0,0, ,0,0,0,0,0,0,17257,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,34,205,105818288,-1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,130,0,224910,0,260,0,0,0,0,0,0,0,0,0,0,17127,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14T23:34:21Z,161,0,0,0,0,0,7026620,1467,3880731,0,0,0,0,0,0,579994,0,0,0,0,0,0,0,210,7,0,-1,1,7,9517,0,0,0,0,0, ,0,0,0,0,0,0,21087,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523745738014,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,241,76827384,-1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,175,0,279348,0,350,0,0,0,0,0,0,0,0,0,0,20912,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
